,DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,VOLUME,VALUE,NO OF TRADES,DELIVERY QTY,DELIVERY %,SYMBOL
126,2026-02-25 18:30:00,EQ,1398.5,1412.9,1391.9,1398.5,1409.0,1406.8,1404.01,16683858,23424295896.5,242404,3827331,22.94,RELIANCE
127,2026-02-24 18:30:00,EQ,1435.0,1440.5,1393.5,1428.8,1400.8,1398.5,1414.07,10728792,15171307392.7,204165,5011078,46.71,RELIANCE
128,2026-02-23 18:30:00,EQ,1425.3,1433.3,1415.0,1428.0,1431.1,1428.8,1424.96,12529409,17853917144.1,196324,5007284,39.96,RELIANCE
129,2026-02-22 18:30:00,EQ,1425.0,1434.9,1418.3,1419.4,1425.0,1428.0,1425.5,7758856,11060270073.7,140217,3421775,44.1,RELIANCE
130,2026-02-19 18:30:00,EQ,1409.5,1427.4,1406.1,1409.5,1419.1,1419.4,1420.0,8177670,11612283011.4,161489,3391951,41.48,RELIANCE
131,2026-02-18 18:30:00,EQ,1443.0,1443.0,1400.0,1441.3,1407.2,1409.5,1415.94,11884664,16827934160.1,221944,2827496,23.79,RELIANCE
132,2026-02-17 18:30:00,EQ,1427.0,1442.1,1419.2,1423.0,1441.0,1441.3,1432.14,5521096,7906956447.4,121784,2260500,40.94,RELIANCE
133,2026-02-16 18:30:00,EQ,1431.1,1431.8,1418.6,1437.1,1424.2,1423.0,1423.1,10731630,15272175589.4,189670,3002495,27.98,RELIANCE
134,2026-02-15 18:30:00,EQ,1420.1,1439.6,1409.3,1419.6,1434.1,1437.1,1426.07,5896514,8408865413.3,160094,2667845,45.24,RELIANCE
135,2026-02-12 18:30:00,EQ,1445.5,1450.7,1416.3,1448.9,1418.6,1419.6,1423.73,10755693,15313221949.7,182348,6850399,63.69,RELIANCE
136,2026-02-11 18:30:00,EQ,1470.0,1473.0,1445.5,1468.7,1449.9,1448.9,1453.64,11135399,16186860274.5,195451,4230307,37.99,RELIANCE
137,2026-02-10 18:30:00,EQ,1459.6,1470.0,1453.6,1458.5,1469.0,1468.7,1465.14,7106877,10412535997.8,200342,4110465,57.84,RELIANCE
138,2026-02-09 18:30:00,EQ,1471.0,1471.0,1452.2,1461.6,1456.2,1458.5,1459.23,10259630,14971196098.3,181163,3096776,30.18,RELIANCE
139,2026-02-08 18:30:00,EQ,1458.0,1465.9,1453.0,1450.8,1461.2,1461.6,1462.26,5775864,8445811902.3,127171,3769208,65.26,RELIANCE
140,2026-02-05 18:30:00,EQ,1441.5,1452.8,1433.5,1443.4,1451.0,1450.8,1442.78,8277304,11942366313.0,133331,3361089,40.61,RELIANCE
141,2026-02-04 18:30:00,EQ,1457.0,1461.5,1439.5,1456.8,1441.9,1443.4,1444.91,11763658,16997446034.9,206465,6022075,51.19,RELIANCE
142,2026-02-03 18:30:00,EQ,1444.0,1464.0,1440.3,1437.1,1455.4,1456.8,1455.35,8333387,12127957783.7,189873,4811817,57.74,RELIANCE
